row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,10Y_point1mg.mzML Peak area,1N_point1mg.mzML Peak area,3N_point1mg.mzML Peak area,4135_1_80.mzML Peak area,4135_2_80.mzML Peak area,4135_3_80.mzML Peak area,4135_4_80.mzML Peak area,4136_1_80.mzML Peak area,4136_2_80.mzML Peak area,4136_3_80.mzML Peak area,4136_4_80.mzML Peak area,4138_1_80.mzML Peak area,4138_2_80.mzML Peak area,4138_3_80.mzML Peak area,4138_4_80.mzML Peak area,4N_point1mg.mzML Peak area,5050_1_80.mzML Peak area,5050_2_80.mzML Peak area,5050_3_80.mzML Peak area,5050_4_80.mzML Peak area,5051_1_80.mzML Peak area,5051_2_80.mzML Peak area,5051_3_80.mzML Peak area,5051_4_80.mzML Peak area,5N_point1mg.mzML Peak area,6Y_point1mg.mzML Peak area,7Y_point1mg.mzML Peak area,80MeOH_blk1.mzML Peak area,80MeOH_blk_6.mzML Peak area,80_MeOH_blk24.mzML Peak area,80_MeOH_blk3.mzML Peak area,80_MeOH_blk5.mzML Peak area,80_MeOH_blk_10.mzML Peak area,80_MeOH_blk_10_20251016022945.mzML Peak area,80_MeOH_blk_11.mzML Peak area,80_MeOH_blk_12.mzML Peak area,80_MeOH_blk_13.mzML Peak area,80_MeOH_blk_20.mzML Peak area,80_MeOH_blk_21.mzML Peak area,80_MeOH_blk_22.mzML Peak area,80_MeOH_blk_23.mzML Peak area,80_MeOH_blk_4.mzML Peak area,80_MeOH_blk_7.mzML Peak area,80_MeOH_blk_8.mzML Peak area,80_MeOH_blk_9.mzML Peak area,80_MeOHblk_2.mzML Peak area,8Y_point1mg.mzML Peak area,9Y_point1mg.mzML Peak area,Ext_blank_1_1_80.mzML Peak area,Ext_blank_1_2_80.mzML Peak area,Ext_blank_2_1_80.mzML Peak area,Ext_blank_2_2_80.mzML Peak area,mxaF_1_80.mzML Peak area,mxaF_2_80.mzML Peak area,mxaF_3_80.mzML Peak area,mxaF_4_80.mzML Peak area,
1654,578.2049889307875,1.5656205,,,,69,,,,,,,0,0,0,11440.048,15405.937,10830.477,14771.346,11434.057,16178.141,15234.4795,14879.514,10463.751,17543.617,15835.555,10306.878,0,16709.328,26408.486,12332.994,15859.481,18955.238,12860.392,12035.18,11026.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13288.259,14193.463,13290.073,12650.879,
1651,1132.9071151691737,1.5660213,,,,69,182,[M+K]+,,2,1651;1653,1093.94328,177.63799,806.56085,717.8291,24303.664,32237.082,27626.25,36608.285,24403.564,30511.21,26368.56,39594.83,21016.682,28936.361,32019.451,19982.232,476.5407,35100.227,49872.855,21459.219,23292.21,34005.168,24977.8,31109.766,28758.238,656.9397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.7905,0,0,0,0,0,17516.93,18693.574,27217.328,19351.338,
1650,1124.420939746559,1.5660752,,,,69,,,,,,,0,81.06478,134.13237,15280.799,20115.074,18992.041,22593.395,14715.713,19158.754,16991.807,22297.139,14273.748,18880.838,20059.594,15603.506,213.33176,25795.328,32552.928,11953.768,14713.367,22521.46,15224.516,20751.773,17397.305,229.30377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.73482,0,0,0,0,0,10160.742,12551.811,17690.271,11023.829,
1655,1127.929614983019,1.5662458,,,,69,180,[M+Na]+,,2,1629;1655,1104.94026,0,252.10858,336.5971,69983.73,92025.48,92910.805,115478.7,75627.664,92504.23,73193.95,121355.625,73934.31,83109.35,94971.62,74050.91,219.87016,105922.77,135213.06,57774.21,62436.438,85507.32,72340.35,88682.74,75306.28,190.33081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.888496,0,0,0,0,0,45957.176,39778.277,75917.92,54794.223,
1653,1116.9318250667193,1.5666178,,,,69,182,[M+Na]+,,2,1651;1653,1093.94328,0,62.913555,98.20438,8085.21,11610.303,9752.53,12333.403,8137.325,10753.902,9215.129,13642.621,6733.055,10447.364,11103.379,7246.399,115.90851,14791.533,16494.783,6511.298,8376.795,12120.186,8486.579,11040.3125,11242.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5740.3423,7048.1245,9116.844,6346.4243,
1652,1124.920875130249,1.5667276,,,,69,,,,,,,0,71.26689,197.00423,14678.139,20625.936,17471.137,20149.922,13886.335,21142.12,16278.451,23951.709,13823.32,19309.785,20749.28,14002.486,225.77255,25205.43,29623.719,12871.21,14487.309,21433.916,14088.409,18682.113,17717.146,110.23501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.32883,0,0,0,0,0,11561.216,11317.472,17571.836,11893.888,
1656,1127.4280988510106,1.5668766,,,,69,181,[M+Na]+,,2,1635;1656,1104.43887,0,215.76077,243.6676,68999.164,88792.43,90640.41,112692.56,73770.13,86637.82,76041.78,116878.1,70182.25,85415.81,90816.91,73077.4,191.36298,101149.64,133520.45,57139.785,64763.715,84894.24,70118.38,84551.92,74163.41,161.15695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.78421,0,0,0,0,0,46501.438,39897.613,71107.664,51708.996,
1632,173.07846759893985,1.5678488,,,,,,,,,,,55940.66,22423.635,24784.506,29370.867,34363.363,23550.61,15799.535,23154.61,25223.943,39690.754,25426.895,26347.469,25669.805,19392.902,28688.969,33084.266,27098.75,23328.264,20449.285,28405.945,18450.875,29329.314,24987.668,21211.479,29487.492,29024.918,23452.41,1693.5812,646.8637,1632.9165,2255.377,1437.7067,1389.0394,969.7124,1031.2595,1204.5729,1574.1692,2054.2043,1125.9792,1994.4034,1140.4106,1103.93,1401.9221,1608.7386,1610.2042,1706.3622,34131.293,42727.523,24409.748,44053.02,29959.934,44340.312,20074.83,80007.11,26536.19,13225.494,
1665,282.1194388618244,1.5706898,,,,69,,,,,,,247.6118,467.36188,396.34384,15832.896,22327.135,33989.477,38181.914,22898.393,32496.777,21466.451,34581.215,30092.424,13721.326,19071.406,23489.574,298.40137,23250.658,30080.705,14465.848,1047.2083,9137.252,12243.007,23048.64,18320.672,495.89465,95.00162,162.81374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.37047,105.33854,0,0,0,0,11738.734,12093.747,14431.32,12857.408,
1692,261.18474669146286,1.5792397,,,,45,,,,,,,0,0,0,0,174.47397,0,0,0,128.43689,177.34717,0,235.86516,177.32993,0,115.4187,0,0,0,0,0,0,104.38452,151.04248,0,0,0,0,113306.01,0,0,44.526955,0,0,0,0,0,0,0,0,0,0,20.56213,0,0,0,1337.4669,0,0,451.73682,95.28532,157.45535,147.20738,99.73739,125.30339,0,0,
1669,194.06717086300418,1.5858289,,,,69,,,,,,,1278.2604,2395.9531,3594.7976,73627.266,95994.664,85092.47,100023.414,88439.99,103897.84,95703.25,105295.93,94514.28,109823.31,95989.63,76247.56,3388.2727,96658.1,127776.266,90069.85,101532.31,123930.46,71389.695,80435.62,82792.97,3293.644,634.89856,1255.7355,0,0,0,0,0,0,0,0,0,0,111.58943,0,0,0,0,0,0,0,0,3405.6204,792.0104,0,0,0,0,69609.66,93831.375,79065.19,61122.707,
1701,206.04228655817226,1.5950594,,,,69,184,[M+Na]+,,3,1702;1711;1701,183.05311,0,287.92178,412.34995,23503.697,34470.58,31228.236,40669.05,29446.26,15115.843,31396.83,35108.047,41323.32,31942.65,41569.977,37166.543,476.00452,26697.127,20078.111,11028.958,19952.71,16747.742,11639.4795,22498.018,21015.467,780.27734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.74501,0,0,0,0,0,18130.771,13630.881,16478.83,26067.482,
1686,1342.0611841224706,1.5952988,,,,69,187,[M+NH4]+,,2,1686;1693,1324.02749,0,276.35608,286.81512,11013.336,13129.003,15976.013,13949.481,10385.353,14061.367,10559.472,15050.529,9636.01,16679.363,12584.25,11461.054,101.06769,14822.968,17891.057,7907.063,12431.156,16517.688,12302.833,14613.124,11863.744,85.72428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9640.284,9448.629,11066.246,7942.7915,
1706,168.08793450584542,1.5964308,,,,69,183,[M+H]+,,2,1706;1701,167.07989,675.8741,1885.6101,2717.7131,26992.707,35784.617,30485.648,36469.26,24480.781,32558.32,32332.93,35830.574,27541.148,28332.574,30164.203,21003.938,2475.6462,27711.018,28748.572,28748.266,24181.326,33690.812,20465.723,24634.35,24845.498,2403.7026,532.22394,731.99744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626.113,415.45166,0,0,0,0,23024.504,21682.164,23985.18,19678.748,
1702,184.06036760644184,1.5965563,,,,69,184,[M+H]+,,2,1702;1701,183.05311,0,5309.385,5493.868,182591.9,270540.12,257478.81,340242.28,237572.11,115069.766,254065.05,317829.28,316822.84,264790.34,312026.5,289312.9,6871.762,234521.6,185932.45,111436.94,169372.83,150367.72,103340.75,195663.8,174703.6,9815.941,132.68935,221.96045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3287.246,77.138306,0,0,0,0,154577.62,137744.6,148274.64,209892.48,
1681,1336.0193507210938,1.5966219,,,,69,186,[M+Na]+,,2,1681;1689,1313.0305,0,0,187.42368,9931.956,12335.559,12326.005,12570.221,9374.968,12804.348,10185.659,11600.561,9102.159,11834.116,10755.913,9980.04,100.42336,12787.989,14212.676,7145.468,10353.2,12520.439,9419.281,12236.5625,10570.618,89.947235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.17754,0,0,0,0,0,7627.135,9440.036,9725.767,8123.524,
1698,1335.5172191174986,1.5966252,,,,69,188,[M+Na]+,,2,1698;1705,1312.52869,0,0,0,7528.661,8248.449,10458.769,9702.333,7411.5767,9503.728,8388.324,11277.418,6887.1187,8524.423,8736.868,7411.384,0,10683.367,13081.595,6478.3003,7106.0186,10877.9375,8076.191,8957.992,8112.6045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.300964,0,0,0,0,0,5484.0723,6002.3853,7934.161,6299.4893,
1711,166.04987522389268,1.5971217,,,,69,184,[M+H-H2O]+,,2,1711;1701,183.05311,1817.4618,11287.046,13327.929,130899.83,191621.66,184592.45,239524.64,177190.47,89991.43,184481.66,227732.05,221859.84,187087.66,222715.64,201377.17,14747.988,147295.28,137743.98,71668.56,130113.7,112334.22,65269.082,122244.51,110111.57,24068.543,3858.0303,3827.0789,0,183.6091,1243.282,0,46.948074,202.87161,259.5171,79.61058,348.88602,278.1752,1655.2686,1345.0923,2746.05,2535.7534,87.161446,126.20215,76.9669,76.632164,0,12415.377,370.45673,36.98307,35.464127,33.140053,41.42122,99252.445,84357.58,94883.07,138948.12,
1682,306.05951188562847,1.5971987,,,,69,189,[M+K]+,,2,1682;1717,267.09639,99.337494,385.01102,895.76166,10055.867,14646.104,9803.009,8532.082,5849.156,8363.096,11073.056,6145.366,6729.407,12920.978,12410.927,5938.9585,706.4152,8342.1045,7463.686,11803.899,3174.7483,12491.506,8360.15,7383.5645,9857.137,455.11624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.27615,0,0,0,0,0,12545.4,19621.271,9533.4,11904.077,
1687,1341.5596522748656,1.5971817,,,,69,190,[M+NH4]+,,2,1695;1687,1323.5259,0,103.304214,107.03743,9061.363,10263.814,11832.899,9860.65,9032.175,11661.398,8646.87,9650.436,8559.104,12275.347,10705.9375,9561.567,96.15779,10761.158,13422.481,6174.2563,9426.784,11620.52,8551.495,10485.509,10112.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.20781,0,0,0,0,0,6947.1274,7757.468,8087.609,6411.802,
1697,1344.0027647936272,1.5974748,,,,69,,,,,,,41.31791,239.14505,99.62662,15093.933,19117.582,19407.96,20306.848,17034.908,20157.23,16313.961,21316.355,12460.962,20294.643,16318.276,16108.021,294.01474,21442.275,25543.816,13165.25,17193.594,19496.041,15979.263,20177.736,18803.234,124.56473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.94067,0,0,0,0,0,12841.86,13324.479,15736.062,13212.905,
1672,382.14681101507443,1.5978777,,,,69,,,,,,,164.82285,0,84.277725,8933.274,13319.427,9853.179,15817.514,11925.6045,18704.283,16898.613,24041.277,18501.504,17260.877,20277.324,16604.137,61.433746,18536.193,31912.516,15980.258,15596.022,18509.994,16881.256,18749.055,14578.1,299.3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.24786,0,0,0,0,0,22593.7,21099.738,17613.69,16462.031,
1689,1351.9940260588714,1.5979016,,,,69,186,[M+K]+,,2,1681;1689,1313.0305,264.6235,744.8709,1344.3224,29088.262,33541.492,34612.676,39846.125,28205.877,37072.613,28951.928,36077.754,25953.598,33099.223,30591.031,28912.447,1060.1466,40714.566,42551.617,24020.922,26958.246,39962.457,29992.375,36672.805,33070.996,963.6445,0,49.615585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745.3,0,0,0,0,0,23322.361,26716.732,28757.598,24027.512,
1700,196.0831317693378,1.5982679,,,,69,191,[M+H]+,,2,1700;1712,195.07568,4665.613,12706.552,17054.227,143422.78,187534.4,172452.31,199237.86,132135.67,170987.45,174680.7,189531.7,141302.45,145685.1,165020.33,118213.59,14941.725,146012.81,154644.4,150563.39,129775.91,178087.64,106740.66,137749.23,136235.0,14980.371,3963.4182,4899.0317,16119.046,0,0,28.26884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811.1672,10340.583,3040.0725,229.34549,146.25623,75.74953,72.101944,123712.89,118946.125,128378.54,107560.99,
1705,1351.4925363389468,1.5984111,,,,69,188,[M+K]+,,2,1698;1705,1312.52869,192.98865,927.6359,1031.7305,26415.602,30774.66,32813.516,34429.29,24626.732,32237.19,28477.426,34864.64,22884.076,30995.53,28975.898,29282.684,638.0058,37165.69,39414.78,21577.865,25998.074,34187.023,26872.23,34874.67,30304.564,787.67944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.9708,0,0,0,0,0,21031.713,22580.379,26025.63,22421.004,
1729,152.05661440210991,1.5990444,,,,69,,,,,,,2273.807,8608.625,12871.548,168817.73,206287.02,170489.17,216171.12,171182.55,197847.58,199473.88,212753.56,207804.81,209941.78,201227.67,160653.25,11079.744,191682.3,266105.72,143956.47,76193.7,261222.11,122145.6,145852.55,149806.25,10534.744,1600.3243,1678.3726,282.73273,0,0,0,0,0,0,0,0,0,75.17591,36.29778,42.586075,0,0,0,0,0,0,8490.607,1144.4387,179.34723,80.58212,173.00038,78.46492,120909.27,140941.28,154666.12,137314.53,
1693,1347.0168363277924,1.5993416,,,,69,187,[M+Na]+,,2,1686;1693,1324.02749,126.007645,495.4939,878.83167,131289.56,142284.48,159012.89,179093.83,134098.73,166909.75,119344.13,169732.36,112236.32,143947.48,137838.2,125041.37,481.0276,174195.3,196589.28,94142.83,118376.26,134288.47,129437.45,163858.2,137179.66,595.81555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.6212,0,0,0,0,0,105362.555,83510.82,115042.53,91793.18,
1717,290.08564930813117,1.5996647,,,,69,189,[M+Na]+,,2,1682;1717,267.09639,570.657,1583.0027,3052.776,60866.29,81220.92,55925.492,67802.484,51837.086,64674.535,64740.57,58480.332,56812.367,72520.23,75594.82,44762.832,2479.321,54714.355,55102.516,55798.457,18111.889,73540.62,50213.426,49462.184,49089.777,2008.3373,292.44272,300.54312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541.382,212.11546,0,0,0,0,57228.64,56016.203,52776.94,59209.67,
1703,320.0961132220045,1.5999589,,,,69,,,,,,,0,0,0,25421.127,26557.402,21781.123,17036.432,22371.19,23192.463,25887.625,11736.468,22549.42,25986.209,23173.14,21409.057,0,18956.037,17960.248,25006.615,19944.572,19623.7,18447.643,16925.46,17242.225,195.2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24853.56,17675.479,20215.205,16982.63,
1695,1346.5151905680023,1.5998883,,,,69,190,[M+Na]+,,2,1695;1687,1323.5259,97.25953,270.07272,560.05005,108211.99,113167.44,124989.02,144258.52,109077.76,130889.62,101177.23,137263.81,86858.21,121830.82,119177.625,108910.516,368.6609,144156.86,158066.34,77196.01,96177.14,111087.06,103839.13,130860.375,110924.195,350.65546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.74683,0,0,0,0,0,84941.75,71251.13,94267.24,79265.49,
1712,218.06472058770194,1.6001104,,,,69,191,[M+Na]+,,2,1700;1712,195.07568,0,0,92.277115,3850.7136,5420.908,4361.538,5432.105,3671.734,4784.968,4270.329,4792.2373,4959.745,3598.282,4585.6924,3014.0793,0,3062.5532,2754.19,3746.224,3296.4944,3805.1914,3089.6182,2470.8992,2801.873,92.368004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3905.937,3075.7974,2954.5227,1877.9639,
1723,820.8179952950784,1.6029313,,,,69,,,,,,,0,993.26135,70.316605,7827.313,16923.725,20352.334,19241.482,9017.581,23998.572,14468.3,23475.38,18674.225,8364.79,18053.684,12152.946,286.21014,47602.098,25728.83,13889.919,12539.293,14172.05,17791.404,24559.219,22647.559,1173.1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18084.889,10253.748,16357.008,16907.367,
1754,244.20166415191466,1.6220442,,,,43,192,[M+H]+,,2,1754;1749,243.1945,1141.3304,748.4256,449.9691,151.36911,317.8126,0,340.86456,422.8902,1808.1222,549.2354,294.4969,189.4462,221.67899,0,675.1736,1214.6877,1187.439,502.05386,254.40613,604.12177,293.36127,1551.4777,957.9588,1055.9076,568.6178,135.08554,451.20703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.51657,398.0351,0,4360.431,0,4163.3003,1329.4757,15543.515,638.91516,750.2065,
1749,266.1838259709565,1.6268759,,,,43,192,[M+Na]+,,2,1754;1749,243.1945,0,0,0,0,0,0,0,0,0,0,0,0,120.47006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5488.002,0,5619.0347,0,3065.5466,0,0,
1760,164.09306574905816,1.6460687,,,,,,,,,,,2364.7153,2264.5842,13175.999,16073.466,30667.922,35960.484,23631.523,32425.771,43688.36,43100.45,30497.943,27775.498,42136.55,32183.084,38351.51,8374.037,37215.605,81032.3,54515.39,99750.89,102304.87,54651.74,35060.28,50787.324,811.7958,2021.0027,1913.9218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.58075,1966.888,0,91.590416,0,329.13873,49329.254,86063.03,67407.33,50476.676,
1761,246.20606072090905,1.6487973,,,,,,,,,,,3151.6392,3806.7441,1790.4061,2428.8066,8704.333,2963.9424,6269.059,4151.6147,13348.9795,17165.152,10536.587,9647.555,9368.875,4924.3193,3764.1348,1423.208,8711.202,3921.5295,6819.186,7267.193,6085.7427,5909.4194,5956.6133,9370.692,1206.193,1142.8097,3904.8772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5104.543,1027.653,17398.04,19909.812,21236.408,12177.755,10920.385,3597.2053,5394.0176,5873.3594,
1770,259.22070243262334,1.6614299,,,,69,,,,,,,9242.713,10022.974,9849.905,8074.365,11974.564,9812.657,9178.549,6403.2734,15765.132,11047.701,13937.732,11442.989,14115.184,17188.12,7425.9385,9605.541,15256.296,12852.796,9421.067,8953.615,11655.685,10376.473,10623.802,10677.031,9224.786,4811.1377,6599.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4992.4204,4903.358,0,0,0,0,11019.5,13205.887,12581.967,10519.024,
1744,1204.5066052112209,1.6671982,,,,69,201,[M+NH4]+,,3,1744;1801;1880,1186.47279,0,0,95.69096,18370.252,20929.086,24551.06,22929.93,22204.967,24077.652,22986.322,28521.262,22207.035,21565.113,22455.916,22102.117,99.28736,23742.266,50582.74,1467.2775,16975.514,11269.18,30278.951,21317.832,19925.275,43.907356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13902.097,17934.594,21462.281,15919.043,
1778,258.21738316031224,1.6677712,,,,69,,,,,,,81143.72,81939.375,80614.04,68804.09,96414.82,103176.15,80653.414,52512.348,183202.3,93601.445,99004.945,92015.66,117680.836,129635.66,70402.49,78144.13,129241.625,150882.02,79636.89,73028.06,94548.73,88369.875,114901.75,80885.2,76368.85,42872.348,55796.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42105.914,43441.797,0,106.96681,0,50.047188,87954.46,103114.695,94926.305,88248.7,
1798,200.05415926613355,1.6702515,,,,69,194,[M+Na]+,,2,1829;1798,177.06495,3234.3733,6867.6,9124.379,17573.12,27753.81,17150.744,10573.729,24509.36,23270.299,36579.312,13420.025,23738.855,40831.496,29805.479,20856.223,7901.5723,55673.324,28740.475,89928.1,68388.61,62506.04,70899.39,59674.73,57059.67,8856.64,2532.3901,2839.9456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6193.005,1818.9082,0,0,0,0,108149.13,94047.0,71013.54,71762.3,
1793,1461.5850221029782,1.670296,,,,69,193,[M+H]+,,3,1790;1793;1782,1460.5781,0,34.900925,155.2993,18397.652,20897.148,26952.693,30050.121,20248.367,22297.566,25503.004,25793.617,23130.496,20807.645,21499.916,26555.285,108.69338,28839.566,30317.93,15909.584,16793.059,27359.314,21718.906,27653.982,23129.02,122.61128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16505.004,18971.469,21162.37,17437.957,
1782,1478.6120480682616,1.6708544,,,,69,193,[M+NH4]+,,3,1790;1793;1782,1460.5781,184.7799,94.70696,751.53314,20939.244,37815.84,29495.31,32001.021,34109.215,24578.457,27405.064,22584.738,23671.467,23786.951,23069.111,30270.104,478.53857,26324.238,27528.34,28920.459,21444.389,29997.143,34325.105,29464.576,24149.225,326.56946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.792755,0,0,0,0,0,32331.07,23846.049,31833.81,27898.88,
1804,1279.5060382241259,1.6722276,,,,69,200,[M+H]+,,2,1890;1804,1278.4989,0,0,63.127728,14890.598,16585.156,20449.715,22327.4,16530.02,20806.766,18700.21,19710.19,17270.531,17659.055,16779.129,18317.393,0,19102.55,22100.64,12261.98,12005.424,19862.402,15330.696,18803.014,18109.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11821.144,12706.083,15865.801,11612.911,
1790,1483.5675354508387,1.677451,,,,69,193,[M+Na]+,,3,1790;1793;1782,1460.5781,0,34.99104,238.59326,15517.652,24594.926,33803.73,33629.85,24048.68,16284.189,29198.334,29121.79,17646.42,22158.232,9964.873,28406.576,77.07607,30775.428,30990.39,11701.424,20297.082,26055.043,22964.889,28848.754,27676.895,61.673462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.265865,0,0,0,0,0,14423.877,15571.788,21443.613,10170.67,
1806,1315.5273723899113,1.6780765,,,,69,204,[M+H]+,,2,1806;1825,1314.52052,0,138.51318,176.88828,29521.514,30794.44,39395.633,41113.797,33314.67,39317.34,37751.914,40785.184,36393.414,34524.195,34864.54,38588.812,503.3004,43010.62,48277.145,23956.621,26664.861,40262.79,30410.629,39004.637,35890.137,217.92986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.13531,0,0,0,0,0,25865.43,28830.002,29036.188,24051.043,
1801,1169.4690679978821,1.6792043,,,,69,201,[M+H-H2O]+,,3,1744;1801;1880,1186.47279,63.435246,345.02402,841.16833,41923.316,41594.324,51830.766,61452.953,44328.797,53463.67,50880.766,59767.496,48404.89,47624.035,49052.35,51544.93,659.6711,52888.574,64215.055,32366.133,40591.355,51918.047,40697.89,50727.902,44359.1,696.7005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.95206,0,0,0,0,0,32251.072,39745.863,43368.613,33350.984,
1829,178.07223645226486,1.6798351,,,,69,196,[M+NH4]+,,2,1829;1842,160.03841,31412.594,57845.766,75253.21,642658.7,1025021.3,889614.2,854397.6,1085186.0,1353885.2,1425726.4,1165780.4,1054621.2,1313368.1,1261997.2,984630.5,67576.98,2687281.2,2438495.8,2387572.2,2149258.2,2388636.0,2065463.2,2430913.2,2354485.5,72375.73,30186.07,34469.887,0,0,242.51993,0,0,0,0,0,0,0,379.85217,255.82889,19.440117,0,0,0,0,0,0,55359.496,23512.727,0,0,0,0,1961116.4,2189995.5,2399908.2,2041884.4,
1799,1023.4110878909487,1.6797721,,,,69,203,[M+H-H2O]+,,3,1799;1758;1848,1040.41468,287.86047,672.8045,1295.666,51303.367,56977.996,68127.84,74919.26,61751.953,68018.51,66282.06,75494.7,55398.062,65099.64,58302.84,65322.703,620.8532,66952.56,83334.57,47236.99,50397.227,65109.906,51085.766,64208.773,57662.535,298.97916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.1683,0,0,0,0,0,44472.527,48702.55,53858.637,47414.61,
1758,1058.4485552773224,1.6800454,,,,69,203,[M+NH4]+,,3,1799;1758;1848,1040.41468,0,0,0,20676.13,20869.766,25102.598,23820.996,23972.191,26533.322,22446.562,26221.598,0,22782.498,24538.262,22781.172,0,26451.031,45143.023,15291.379,18055.602,22327.1,18535.22,20710.168,20138.578,49.46026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.504967,0,0,0,0,0,14536.917,16690.016,19570.086,15219.686,
1842,161.0456730703026,1.6825137,,,,69,196,[M+H]+,,2,1829;1842,160.03841,0,0,0,1166.6953,2183.7073,2638.7966,2767.8887,2823.2412,4500.9395,3509.8472,3134.0044,2315.5964,3383.096,3185.5698,1823.3154,0,8233.593,7419.2144,7521.711,6997.5244,5908.7607,5737.01,7069.202,8461.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900.178,6598.5674,7227.139,5640.703,
1809,878.3568891392572,1.6836325,,,,69,197,[M+H-H2O]+,,2,1809;1866,895.36029,0,0,114.52558,22164.43,26145.646,31368.078,33282.87,27136.627,32428.793,27322.355,36736.293,23471.576,27120.875,26166.096,28219.404,141.15479,33460.062,35661.973,21337.0,21978.238,30321.637,20468.145,28662.408,24607.81,42.519997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.307926,0,0,0,0,0,18918.475,18793.586,25017.754,21254.5,
