row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,10_80.mzML Peak area,11_80.mzML Peak area,12_80.mzML Peak area,13_80.mzML Peak area,14_80.mzML Peak area,15_80.mzML Peak area,16_80.mzML Peak area,17_80.mzML Peak area,18_80.mzML Peak area,19_80.mzML Peak area,1_80.mzML Peak area,20_80.mzML Peak area,21_80.mzML Peak area,22_80.mzML Peak area,23_80.mzML Peak area,24_80.mzML Peak area,25_80.mzML Peak area,26_80.mzML Peak area,27_80.mzML Peak area,28_80.mzML Peak area,29_80.mzML Peak area,2_80.mzML Peak area,30_80.mzML Peak area,31_80.mzML Peak area,32_80.mzML Peak area,33_80.mzML Peak area,34_80.mzML Peak area,35_80.mzML Peak area,36_80.mzML Peak area,3_80.mzML Peak area,4_80.mzML Peak area,5_80.mzML Peak area,6_80.mzML Peak area,7_80.mzML Peak area,8_80.mzML Peak area,9_80.mzML Peak area,Ext_blk_1_80.mzML Peak area,Ext_blk_2_80.mzML Peak area,Media_blank_37_80.mzML Peak area,blank14.mzML Peak area,blank_1.mzML Peak area,blank_10.mzML Peak area,blank_11.mzML Peak area,blank_12.mzML Peak area,blank_13.mzML Peak area,blank_15.mzML Peak area,blank_16.mzML Peak area,blank_17.mzML Peak area,blank_18.mzML Peak area,blank_2.mzML Peak area,blank_3.mzML Peak area,blank_4.mzML Peak area,blank_5.mzML Peak area,blank_6.mzML Peak area,blank_7.mzML Peak area,blank_8.mzML Peak area,blank_9.mzML Peak area,
2523,241.14077676098842,2.5501902,,,,148,,,,,,,0,0,0,0,0,0,0,5581.173,3023.4785,2049.726,0,2490.9124,3826.903,2108.0227,8266.6455,13322.8545,0,0,0,0,9155.049,0,2581.1738,8040.3936,8754.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2520,177.11219633728186,2.5516438,,,,131,,,,,,,4886.841,2951.7842,2998.637,7295.947,3263.415,2397.0732,4214.0034,6749.4746,6153.637,4650.052,8653.632,3337.0347,6839.8296,6770.9844,3356.0288,5249.075,11340.852,11858.327,7679.723,4281.997,6373.6587,4685.2285,2153.5264,3984.4312,4022.1387,7623.818,4883.4277,3318.8235,3731.8025,3884.6758,3112.2544,6216.121,5374.134,4887.6997,4181.4795,7247.4463,597.9067,292.50476,2652.5698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2530,329.09051460804125,2.552159,,,,148,,,,,,,0,0,0,0,0,0,0,11576.254,8042.9756,7716.09,0,6258.649,21751.385,10920.427,22443.672,24030.383,0,0,0,0,23079.895,0,6596.017,21517.45,20906.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2517,445.21916954362575,2.5534024,,,,114,,,,,,,635.4594,1139.3085,3466.32,12251.558,1006.0772,2388.5667,3538.7913,36308.312,2505.1746,3021.5361,1814.1027,12479.84,19360.613,2378.45,66996.82,50720.742,1912.5061,1435.083,1671.4165,4973.5376,41184.773,0,8581.477,54721.344,37883.2,0,0,0,304.42868,203.19997,237.39801,0,0,0,243.25412,5026.3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2532,283.09426870872795,2.553686,,,,148,235,[M+K]+,,2,2526;2532,244.13109,0,0,0,0,0,0,0,3240.5269,4708.4575,4596.6104,0,3628.4475,8659.462,6414.9346,7367.32,3981.7908,0,0,0,0,9219.656,0,4573.0205,7892.3486,7870.5767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2528,315.2274366058313,2.557289,,,,148,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.84015,317.8836,0,0,0,0,0,0,0,0,24724.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2529,407.2207435776747,2.5599036,,,,,,,,,,,0,0,0,0,0,0,0,5751.836,4926.304,3940.3677,0,3687.9175,9179.32,5518.157,9521.787,9739.4,0,0,0,0,9144.236,0,3086.8726,10442.084,13270.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2518,262.1108481095978,2.5607202,,,,,,,,,,,2140.7104,4010.7192,8216.024,8090.483,4380.1035,6393.3477,6177.6924,11065.44,1536.7057,940.5713,822.5306,1281.0093,4959.4316,1156.7158,7851.214,7535.083,6058.9844,7620.3906,6611.19,9356.6875,6367.266,0,1099.4478,5637.052,6190.539,450.719,178.15707,485.65295,398.33252,0,479.378,599.26654,3423.8823,461.58887,3606.3816,4304.903,0,0,0,0,4939.8643,0,0,0,0,0,0,0,0,3068.5015,0,0,0,0,0,0,0,
2533,443.2036825332764,2.5611427,,,,,,,,,,,17067.932,16064.534,14274.606,4639.7593,6739.3,4267.09,12957.357,42144.91,12025.029,12256.061,3117.8308,11775.457,50425.504,18990.828,84470.71,101222.1,9118.986,14166.979,11775.485,18034.637,66023.65,1864.9849,16951.49,86567.62,60717.336,6010.3154,4744.2954,7458.431,5123.7983,1661.7241,1530.418,2792.8557,11536.517,6070.0405,16070.826,8617.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2545,225.10973429772463,2.5625648,,,,,,,,,,,26808.783,46169.965,22907.408,26779.61,33529.316,28187.373,30716.295,22354.385,20787.7,41796.258,34086.09,22138.426,32153.355,14783.9795,14777.93,13145.641,28655.01,26812.828,29546.793,23542.004,11819.556,29922.682,13145.398,13515.31,9079.881,28350.908,28733.113,25998.004,26876.643,43748.832,34801.496,36142.715,28436.242,33089.14,27594.96,27302.635,26099.76,30875.543,26362.783,4978.3896,1132.9175,4574.119,3531.6763,3444.2603,2773.6655,4887.1543,4511.922,3656.587,2698.5842,3745.312,5730.912,4011.9402,4397.9346,3761.7268,3348.6003,3411.809,3950.9963,
2538,221.07444137026764,2.5729513,,,,,,,,,,,3097.8352,7406.512,12689.934,93165.49,35169.95,49319.297,8337.562,37918.953,5006.697,3837.286,5327.872,9689.457,0,0,0,344.94995,0,296.78333,0,329.00812,0,2887.168,0,278.53082,0,480.84644,0,0,958.52106,1080.4565,2666.1033,2415.332,1205.2812,1696.353,1017.92096,12542.331,172.11818,0,528.1865,0,2664.5989,0,0,0,0,0,0,0,0,2632.9436,2568.8142,276.6297,0,0,0,0,0,
2542,379.1895046587777,2.5729468,,,,148,,,,,,,0,0,0,0,0,0,0,7614.798,4115.496,2932.7327,0,3602.4688,15622.346,4083.754,25032.184,19121.389,0,0,0,0,12410.524,0,2221.1267,22411.564,18679.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2543,585.3745477512817,2.5752409,,,,116,,,,,,,750.4463,848.6538,318.98645,753.7732,796.0454,483.0907,546.0198,313.85907,741.9796,648.7722,769.8701,352.03027,1738.9606,1757.2637,1727.5774,957.42163,2024.6785,10828.59,10315.078,7961.9287,3629.0083,1099.7576,1546.4724,3799.2388,4389.083,16301.709,14446.211,20337.285,16443.45,8449.501,2639.9658,3504.7473,15411.666,29751.395,4015.098,686.6209,865.9158,214.03033,2197.6958,439.05133,0,487.749,515.9031,386.52127,519.7623,412.03247,274.07104,97.506226,78.19197,1347.6112,893.83655,562.26337,415.90637,569.314,370.19058,542.6034,474.97202,
2526,267.1202784959891,2.5796201,,,,148,235,[M+Na]+,,2,2526;2532,244.13109,244.66681,1490.6587,296.93567,898.3241,502.55115,2613.0088,2132.095,270729.12,192557.03,185875.53,1984.1964,142197.6,511794.0,260588.95,565754.9,564738.75,481.27478,1198.6062,735.8821,1239.8958,548557.7,800.95544,159596.19,536617.1,504831.97,685.7451,1357.2793,1084.8835,1087.5262,939.1415,532.00055,1272.5431,1079.939,759.263,224.72945,902.4124,0,0,197.63362,0,0,0,0,87.87559,0,0,0,0,0,0,0,0,0,0,0,0,206.78085,
2548,212.16454821773405,2.582943,,,,,,,,,,,0,0,0,0,0,0,0,9942.219,4054.1401,3324.535,0,5369.658,14322.914,8650.735,23032.266,23543.79,0,0,0,0,17791.99,0,4148.4365,20501.324,19804.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2550,293.19076620297983,2.5843918,,,,116,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657.2795,1255.4373,903.3586,0,0,0,377.2807,320.6878,2457.327,1793.2441,3480.9353,2387.4521,1380.0928,0,616.5689,3292.388,6374.687,221.62738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2546,426.1726594388561,2.5880857,,,,,,,,,,,3592.2153,3697.3975,5081.9463,17187.426,5021.1216,10686.768,4827.7627,9090.991,2535.3977,1889.1487,1154.074,2554.4678,6742.4893,1822.5691,16079.428,15189.4375,13368.538,16954.379,19697.832,27713.97,16254.09,0,2301.8064,8098.987,19132.447,0,270.30933,278.79584,145.65295,0,457.12488,1514.0438,4913.1304,803.44214,7716.698,7666.9004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2552,263.138950491386,2.5909896,,,,,,,,,,,8129.971,7653.9316,11306.188,14104.663,8301.905,12189.183,9124.556,17167.576,7745.0005,7064.7324,7185.5547,5983.2974,14904.555,6159.206,23629.174,20745.22,14281.352,15490.11,12817.893,20654.633,16641.785,1445.876,3375.796,21612.531,20617.518,5048.4653,3202.0232,5095.465,4692.308,1362.7552,3789.0696,4051.6213,9114.636,4104.9033,7796.7812,8329.442,155.50232,0,149.4933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2559,303.08717780981317,2.6045322,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8714.883,9229.8125,8937.481,9231.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2558,208.1332712299137,2.6057339,,,,155,,,,,,,0,0,0,0,0,142.56226,0,3350.0825,7975.934,6758.0464,0,3208.5151,7143.392,4114.5605,7494.9375,6050.285,207.80356,283.99384,0,0,7072.5225,0,2701.7317,8842.725,6928.6846,0,0,0,253.76456,0,0,0,0,0,214.69904,0,0,0,63.19297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2567,248.09507252645696,2.6060112,,,,,,,,,,,1625.5981,2719.5686,6712.1763,96770.56,5419.627,16562.84,6266.0103,7033.7065,1810.616,1249.2834,6070.2026,1128.2705,6075.272,728.61597,7431.6533,7941.466,6371.8306,20459.957,17247.47,45120.258,6754.5854,0,1085.3578,6225.744,5373.912,517.4828,535.0424,672.73596,305.56323,0,392.85135,1197.5717,6090.441,962.266,6634.2754,4105.1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2622,265.1542148338648,2.607297,,,,,,,,,,,3608.3074,3867.773,5338.237,10352.871,4018.1392,4890.1855,3901.9338,6774.25,2859.5457,2233.2295,2392.7864,2448.0469,3590.256,3680.781,10930.7295,10944.504,5774.043,6154.2954,6744.758,8532.451,4707.3936,634.1627,802.0398,7934.253,6382.0195,964.01685,4786.8125,6614.469,7021.249,575.51013,1001.42896,1987.2611,3161.6636,18719.322,3405.417,5282.9624,6945.2397,0,6863.2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2557,283.1151310291101,2.6081681,,,,118,,,,,,,0,0,0,0,0,0,0,51168.543,24935.062,21025.635,234.31876,21402.658,111154.98,33024.457,155929.72,127846.34,0,0,0,0,112191.414,0,8834.351,124089.59,108886.414,170.87474,229.30342,0,278.8454,0,0,0,0,0,323.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2565,445.2191499635631,2.6154735,,,,,,,,,,,3440.0095,4712.53,5617.138,14424.089,2998.7483,1956.6526,3538.7913,36308.312,2298.6108,1430.2614,1814.1027,12479.84,15216.281,2378.45,21999.559,50720.742,6188.2754,4583.4155,6676.1006,9814.39,11860.669,0,8581.477,48335.89,7882.2373,2614.4197,1891.1605,1250.8844,2461.5713,330.54742,613.35516,1058.2971,4012.9836,588.45685,4024.2446,5026.3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2568,269.13593672282997,2.6157227,,,,155,236,[M+Na]+,,2,2568;2573,246.14668,1016.61017,896.19055,247.2417,480.6028,603.5889,323.49216,399.118,235693.86,340205.78,306408.88,270.11523,292831.44,1269372.1,436271.53,1211196.8,1489839.5,981.3986,809.7334,918.4334,468.37927,1452153.0,423.8336,241068.39,1548014.0,1384940.6,572.5941,885.16815,1570.5204,821.5228,2531.0112,156.69627,844.6909,1052.1661,291.24573,679.2022,734.7758,209.29294,69.83336,247.08246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2564,270.1391429950965,2.6186495,,,,155,,,,,,,0,0,0,0,0,0,0,33451.953,14577.03,37866.547,0,19219.424,55128.7,53890.31,68510.39,64222.96,0,0,0,0,176691.28,0,16089.062,187897.55,170126.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2514,271.15142303000846,2.6186495,,,,155,,,,,,,0,0,0,0,0,0,0,49114.984,26066.217,21709.47,0,19530.473,93078.195,31444.959,119981.1,101426.39,0,0,0,0,101246.27,0,12364.453,116184.92,93897.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2563,315.141187039347,2.6186495,,,,155,,,,,,,0,0,0,0,0,0,0,6374.726,3017.713,2071.4177,0,1826.3157,17457.691,4897.782,40323.387,21791.537,0,0,0,0,18088.295,0,2409.7808,20659.166,16039.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2573,285.1097907205516,2.6227658,,,,155,236,[M+K]+,,2,2568;2573,246.14668,0,0,0,0,0,0,0,3937.768,2480.7905,1506.5026,0,1777.5916,5406.253,3124.5176,6219.053,5014.721,0,0,0,0,5928.4966,0,1243.3224,22456.242,5350.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2576,325.10427930802183,2.6232245,,,,,,,,,,,24801.066,19215.361,25013.395,7282.088,19721.602,19942.846,18707.258,28538.914,10086.711,8112.1943,5872.486,8697.975,20102.791,11156.189,36506.406,38407.13,26916.102,23248.875,26249.996,40865.125,31400.59,1673.9396,6808.904,33610.543,17562.309,8869.893,7102.0894,8384.191,9132.364,1363.166,4936.7983,4877.1816,19072.658,7698.984,21795.572,25198.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2579,242.1749062936372,2.6271436,,,,,,,,,,,0,0,0,0,0,0,0,1742.3799,2545.8384,3372.6182,0,1226.1978,7831.621,13141.279,12725.984,7911.6104,0,154.70786,168.92911,0,10651.657,0,2628.269,8697.187,8770.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2590,565.3150265309931,2.629167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1874.6255,753.2917,743.9055,1019.3289,0,308.84802,1521.8142,1783.6239,505.3794,783.2235,1381.762,1136.3121,9562.775,1101.5575,0,3302.293,3185.5679,0,0,0,0,182.1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2583,253.14092660083443,2.6303632,,,,155,,,,,,,0,0,0,0,0,0,0,75563.67,45155.72,37684.562,0,39886.973,132791.56,47519.42,167606.0,130737.086,0,0,0,0,141047.44,0,31495.914,158983.92,138583.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2642,211.13288893238337,2.632993,,,,,,,,,,,0,0,0,0,0,0,0,15995.299,8554.574,8005.6445,0,7753.458,18060.572,11204.048,24419.9,20429.223,0,0,0,0,19450.428,0,6417.6094,24739.068,18957.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2584,455.17702518831067,2.635646,,,,,,,,,,,2609.7473,2875.6685,4842.9087,6223.1157,5612.878,4951.8613,4517.734,1556.9712,678.60474,396.87213,891.4844,465.4729,3257.0515,1576.9631,3727.465,4075.584,4959.8994,5735.663,4899.961,6040.081,1722.1863,0,364.40033,2458.4167,2355.4817,290.13492,166.46365,309.40625,0,0,169.99634,419.75668,1326.4539,0,1997.2256,3021.6653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2595,331.1065904012925,2.6365585,,,,155,,,,,,,0,0,0,0,0,0,0,10068.368,7895.1265,7097.3496,0,3358.0107,17234.873,10931.64,19140.404,14750.852,0,0,0,0,17218.332,0,6094.415,17239.918,16443.865,0,0,115.46373,81.076096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2588,281.1359133048251,2.6380827,,,,155,,,,,,,0,0,0,0,0,0,0,5749.733,2917.7117,2360.9092,0,2061.459,10643.092,3427.4915,12605.878,9076.576,0,0,0,0,10107.8545,0,1537.1576,11030.522,8664.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2680,289.1159370699646,2.6424758,,,,135,242,[M+Na]+,,3,2619;2680;2606,266.12641,4897.5176,4466.3506,7360.7046,42306.008,4355.3896,4433.3657,3816.5442,0,0,0,118308.63,0,0,0,0,0,0,0,0,0,0,107001.21,0,0,0,233062.9,250009.64,224019.62,156750.61,153520.72,149111.31,0,0,0,0,5640.5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2616,453.3431513161911,2.6431255,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1757.2554,2649.546,2888.1445,4246.1616,554.9013,4085.1116,1123.4663,2517.8623,1038.2544,0,438.26993,1191.7573,3312.4307,1246.5419,1989.273,4647.755,2164.1719,0,0,2005.2196,3827.063,35425.242,5076.301,0,2283.4087,0,1956.3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2619,305.08961855090797,2.6431608,,,,135,242,[M+K]+,,3,2619;2680;2606,266.12641,0,0,0,718.1572,0,0,0,0,0,0,2812.8032,0,0,0,0,0,0,0,0,0,0,2280.2734,0,0,0,3378.1511,3260.5786,2930.7195,2334.3923,3154.2886,3175.2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2609,250.15437447066162,2.6433194,,,,156,238,[M+Na]+,,3,2609;2597;2592,227.1654,0,0,0,0,0,0,0,0,0,0,0,0,1795.4016,3283.002,1779.5735,3144.7727,1412.4791,4030.356,1697.6678,2956.2744,1554.2577,0,912.05347,1901.3097,3108.565,2032.1619,2741.746,5648.1577,4260.199,0,0,1648.0403,3292.3408,10304.111,3469.8247,0,3974.9988,0,2594.0476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2601,265.13118936497386,2.6436033,,,,156,240,[M+K]+,,5,2600;2601;2598;2599;2589,226.16806,0,0,0,0,0,0,0,0,0,0,0,0,3464.4746,6889.0327,3022.908,5076.7935,4766.8755,12431.947,7667.9077,8791.576,2874.502,0,3571.3425,3507.6328,5877.2085,7800.2227,9223.041,12933.946,11138.395,0,0,6036.1846,9048.47,20754.625,9179.697,0,14437.821,0,14171.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2598,475.3252034693196,2.643792,,,,156,240,[2M+Na]+,,4,2601;2598;2599;2589,226.16806,0,0,0,0,0,0,0,0,0,0,0,0,14950.951,32838.766,16827.328,39272.906,9470.385,75140.48,18501.29,41169.605,9441.169,0,4512.7773,8637.5205,29050.762,23852.758,39888.85,96965.266,59119.41,0,0,14559.116,38870.734,242170.62,46043.254,0,51080.008,0,46244.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2592,210.16212838025504,2.644014,,,,156,238,[M+H-H2O]+,,2,2609;2592,227.1654,0,0,0,0,0,0,0,0,0,0,0,0,1204.6068,1470.4873,1003.317,1270.7358,555.3971,2008.4586,996.45044,1391.9979,658.1004,0,518.5984,722.11,1982.782,732.8352,1344.2855,1870.413,1107.0619,0,0,758.04315,1658.1495,4735.069,1861.8873,0,1368.737,0,1061.1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2597,228.1729140921366,2.6444905,,,,156,238,[M+H]+,,2,2609;2597,227.1654,0,0,0,0,0,0,0,0,0,0,0,0,10584.301,14307.233,11610.036,14115.772,5497.5093,8443.43,5731.236,8560.217,8132.8174,0,5286.571,8968.298,14607.578,8442.296,11451.652,17125.371,12680.986,0,0,8956.347,12909.423,35420.773,15124.506,0,7645.598,0,10211.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2599,209.16488059041762,2.6448326,,,,156,240,[M+H-H2O]+,,4,2600;2601;2598;2599,226.16806,2190.0842,2563.8362,1916.2097,2999.1272,1801.2843,2377.2417,1632.5099,3003.784,3305.394,1602.698,2046.1664,2863.0225,200261.23,265808.34,233225.11,268243.6,117936.95,296477.56,190906.22,238660.3,157223.73,1976.8958,105912.97,156707.69,279980.97,166296.23,220406.97,319463.53,233904.33,3436.595,2312.4673,170479.14,273612.0,680397.8,300532.4,1803.6863,220480.48,1636.691,212303.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2600,249.15724429487878,2.6449726,,,,156,240,[M+Na]+,,4,2600;2601;2599;2589,226.16806,2558.7449,2184.6702,2462.036,3020.4219,1974.5093,2576.4507,1762.7535,3041.2551,3734.6113,2176.3896,3842.8958,3652.767,309227.3,518375.16,359337.12,502600.1,224432.81,771456.75,384162.5,560814.4,235695.62,3888.182,189629.03,273887.9,479412.3,388968.0,558474.8,918636.4,685845.56,6908.6685,4000.685,352221.7,594436.5,1687706.0,598293.4,2239.0793,682772.56,2939.2578,644635.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2652,316.2117574841663,2.6461926,,,,145,,,,,,,0,0,0,0,175.1364,0,277.20398,88970.97,39897.543,32281.97,219.57312,34266.684,143429.0,42089.277,170990.62,162885.25,321.62378,659.83636,932.6901,0,130995.94,410.57666,22094.447,164205.61,122803.74,821.1952,876.442,862.49634,1197.7236,929.3358,633.72314,478.30194,1388.8282,2332.3662,667.1367,0,223.45486,0,740.6888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2611,301.1191502378065,2.6465538,,,,129,243,[M+Na]+,,2,2611;2617,278.13001,1918.079,3491.7207,7067.4785,10812.732,6828.797,8815.607,5864.187,18292.445,5586.9004,2668.8271,244.46713,3736.6045,26718.092,5781.1377,29526.08,22152.383,15739.322,12808.746,12364.04,19928.688,50638.227,0,11845.621,62692.754,32434.379,0,0,0,0,0,0,354.61218,4839.103,0,4732.171,4793.4204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2610,206.10370816991602,2.64717,,,,129,,,,,,,4173.123,5296.784,6513.067,3764.0142,3399.4692,2638.5823,4025.8735,13547.881,2670.4353,1545.2712,2049.3188,2021.3844,11973.34,2193.954,26599.174,18576.896,7814.856,5869.724,8149.036,11674.918,13102.556,173.53769,3266.0017,14231.772,9608.819,2361.7466,1878.955,2679.6968,2637.936,309.92227,494.68954,999.8104,3730.696,485.1963,4987.555,4003.7844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2589,227.17534142759263,2.6480467,,,,156,240,[M+H]+,,4,2600;2601;2598;2589,226.16806,25800.4,26886.473,25405.684,37055.562,20768.982,28493.387,20178.447,31483.988,34287.26,22214.473,26247.953,35687.98,1999842.2,2554254.0,2231466.8,2698294.2,1138580.1,2895987.0,1781731.0,2185664.0,18479.375,22146.85,1025921.3,1598313.1,2764088.2,1604705.5,2134098.0,3078304.5,2258661.5,39286.594,26092.13,1644690.6,2615674.5,6721999.0,2877479.2,22212.525,2113618.0,18640.002,1969954.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2613,234.11256799301756,2.6486955,,,,,,,,,,,2310.959,2494.409,2073.543,2490.8562,2540.0012,2162.3096,1827.5382,1455.0166,1705.7273,1509.6272,2815.2935,1400.6675,728.0127,1504.7253,786.29596,337.807,2536.7883,1388.2251,2456.892,2007.9829,259.64185,3406.5588,0,311.37292,0,2986.7795,3628.7542,2566.372,3854.7878,4372.124,3713.1743,3959.0037,3106.0132,1444.6783,2339.4727,2144.5283,837.4985,1247.194,1344.1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2617,261.12680507905657,2.6491942,,,,129,243,[M+H-H2O]+,,2,2611;2617,278.13001,969.22156,1873.2772,3628.4016,5740.458,3531.7485,4065.3896,2465.4646,7363.27,2071.5227,988.49805,0,1478.4014,7899.0513,2108.9395,6190.835,6903.4824,5603.6357,4544.8877,4212.9414,8368.87,14097.828,0,3328.7107,16911.875,8181.9077,0,0,0,0,0,0,185.64725,2234.863,0,1987.5427,2202.9478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2570,217.09731077048207,2.6508827,,,,,,,,,,,4449.052,3485.5083,7146.071,0,1651.6797,826.9863,1590.1411,3664.3513,254.46985,735.28174,1029.0636,413.5155,1722.4539,804.9738,2885.745,3103.4146,1845.5797,4151.1084,3040.4185,3028.7107,3718.1663,0,390.94388,2682.6797,2144.4614,1021.71,733.8605,1421.5525,1152.1621,0,221.05533,162.1806,1263.4618,364.90588,2321.7083,5999.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2606,267.1333219932013,2.6538348,,,,135,242,[M+H]+,,3,2619;2680;2606,266.12641,9694.882,11641.117,13759.306,80527.83,10515.47,11474.201,9980.066,1544.6284,2567.2598,3605.2517,170613.34,2268.131,2415.3147,4722.143,4007.439,3023.039,2260.5415,1721.7166,2068.21,2483.455,2886.0972,145694.45,1404.9381,2698.7095,3185.5264,226111.33,246552.47,192596.45,140019.53,205562.69,202495.05,1287.9551,1450.5212,966.5701,1334.3696,11200.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2626,286.2124267762231,2.654301,,,,121,244,[M+H]+,,2,2626;2625,285.2051,1245.4576,1470.9332,2628.6323,13437.091,4628.3066,8029.421,4025.5552,9047.974,6220.1333,5306.531,6147.7246,4715.433,18417.879,7654.4434,20740.824,16883.283,8005.1484,7497.62,7889.332,13591.857,2938.6292,4109.574,874.8815,4871.4834,4280.7363,7244.3677,5959.909,7290.129,8278.861,3398.9473,6853.0747,1014.35657,1341.0828,0,1515.5564,1998.9039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
